,title,split_title
8238,"因为是小规模纳税人，不小心把普票开在了专票上，怎么作废？情况是这样的，我开了一张普票，因为电脑死机多点了一下打印，然后我上了一张专票，普票的内容又打在专票上了(专票的由来,是因为我们还有一家是一般纳税人，所以有专票，然后这家一般纳税人公司金税盘上并没有开票信息",小规模 纳税人 小心 普票 开 专票 作废 情况 我开 一张 普票 电脑 死机 多点 打印 一张 专票 普票 内容 专票 专票 是因为 一家 纳税人 专票 这家 纳税人 公司 金税 盘上 开票 信息
8239,老师能不能上传王侨老师初级职称讲义word版本的啊？自己转换太费时间了。,老师 上传 王侨 老师 初级职称 讲义 word 版本 转换 太 费时间
8240,老师我想问一下就是对于欠供应商货款这事，大多数单位是怎样操作的？是直接找财务部要钱，然后财务找领导申请吗？,老师 想 问 欠 供应商 货款 事 单位 操作 找 财务部 要钱 财务 找 领导 申请
8241,我们公司一直在亏，不需要交税，分录还是这样写吗，是不是报税是时候需要填报呢,公司 亏 交税 分录 写 报税 填报
8242,购买的运输车辆反光牌照，行驶证等是记入费用还是固定资产税法规定运输车辆固定资产折旧年限是几年,购买 运输 车辆 反光 牌照 行驶证 记入 费用 固定资产 税法 运输 车辆 固定资产 折旧 年限 几年
8243,老师，一票通好像可以多台使用备份数据，金税盘可以吗？,老师 一票通 好像 多台 备份 数据 金税 盘
8244,购买金税盘是可以全额抵扣的，在填报增值税纳税申报表时，应该填入哪里？,购买 金税 盘 全额 抵扣 填报 增值税 纳税 申报表 时 填入
8245,老师我们是生产线槽的，但是又销售电缆，是要分开核算吗？,老师 生产线 槽 销售 电缆 分开 核算
8246,老师，我收到一张外省的某单位开出增值税普通发票，请问这个可以把钱打到私人账户上面吗,老师 收到 一张 外省 单位 开出 增值税 普通发票 请问 钱 私人 账户
8247,新增股东进来导致比例稀释是什么意思？老师可以举个例子吗？,新增 股东 导致 比例 稀释 老师 举个 例子
8248,请问如果客户要高额回扣，该怎么账务处理？这笔钱走公户私户怎么处理,请问 客户 高额 回扣 账务 这笔 钱 走 公户 私户
8249,老师，收到一张专用发票，没有填写数量单价，只填写了金额、税率和税额，可以吗？,老师 收到 一张 专用发票 填写 数量 单价 填写 金额 税率 税额
8250,老师，我现在新公司会计走了，但2016年-2017年的凭证都没做，都是原始单据。报表也没有，不知道年报是凭什么数据报上的。怎么办?,老师 新 公司 会计 走 2016 年 2017 年 凭证 做 原始 单据 报表 年报 数据 报上
8251,塑胶行业，模具算固定资产么，价值都上好几万以上，如果算固定资产使用年限税法上按多少年折旧,塑胶 行业 模具 算 固定资产 价值 好几万 算 固定资产 年限 税法 年 折旧
8252,假设一项建筑业不含税收入100万，在外地预缴2%增值税。那么请问：我计提附加税是以该2%计提，还是按11%计提,假设 一项 建筑业 不含税 收入 100 万 外地 预缴 2% 增值税 请问 计提 附加税 2% 计提 11% 计提
8253,老师如果记账公司用的财务软件和我们公司的不一样。之前的账目我要重新录入吗？,老师 记账 公司 财务软件 公司 账目 我要 录入
8254,为什么我少做一个损益类科目结转，资产负债表就会不平呢，损益类科目和资产负债类有什么关联关系呢，我还不太明白,为什么 我少 做 损益 类 科目 结转 资产 负债表 不平 损益 类 科目 资产负债 类有 关联 关系 太 明白
8255,印花税，通过应交税费科目核算吗？如果通过怎么做分录，不通过，怎么做分录？,印花税 应交 税费 科目 核算 做 分录 做 分录
8256,请问老师，商品进销存账表用哪个软件好,请问 老师 商品 进销存 账表 软件
8257,老师我想问一下，拨款1485103元要上多少钱的企业所得税，要怎么算工程款,老师 想 问 拨款 1485103 元要 钱 企业 所得税 算 工程款
8258,老师，我们公司刚刚中了一个标是跟政府合作，做安防工程，但是我们公司是借用其他公司的资质中标了，现在我们要采购设备已跟供应商签订了合同，供应商直接运送货物到施工现场并负责安装调试好，请问老师我们公司跟供应商签订的合同，我们公司预付供应商货款，供应商开发票给我们公司后，我应该怎么入账,老师 公司 刚刚 中 标是 政府 合作 做 安防 工程 公司 借用 公司 资质 中标 采购 设备 供应商 签订 合同 供应商 运送 货物 施工现场 负责 安装 调试 请问 老师 公司 供应商 签订 合同 公司 预付 供应商 货款 供应商 开发票 公司 入账
8259,你好，公司开给个人发票，需要真实姓名吗,你好 公司 开 个人 发票 真实 姓名
8260,老师税控远程清卡的时候说没有防伪税控申报比对信息是怎么回事？当月增值税已经缴纳了,老师 税控 远程 清卡 说 防伪 税控 申报 信息 怎么回事 当月 增值税 缴纳
8261,客人来我们酒店消费，因为上菜慢退了一道菜，收银退了几百给客人,客人 酒店 消费 上菜 慢退 一道 菜 收银 退 几百 客人
8262,老师，我们学校购买的装饰走廊的画8000多是要放在哪个科目呢，长期待摊费用吗,老师 学校 购买 装饰 走廊 画 8000 放在 科目 长期 待摊费用
8263,"10月15日销售鞋子2885双，单价US8.60,总额US24811.00,扣押汇US500.00,货期延误罚款US1600.00.款未收。老师，怎么写分录？又是按多少汇率来折合人民币？",10 月 15 日 销售 鞋子 2885 双 单价 US8.60 总额 US24811.00 扣押 汇 US500.00 货期 延误 罚款 US1600.00 款 未收 老师 写 分录 汇率 折合 人民币
8264,老师结转生产成本时就要把直接人工转入生产成本，但是我是在月末计提工资的日期是月末才登账的，怎么解决呀？谢谢老师,老师 结转 生产成本 时 人工 转入 生产成本 月末 计提 工资 日期 月末 登账 解决 谢谢 老师
8265,购买税控盘是在国税买吗？我去问国税时候他叫我到隔壁买。需要带什么资料呢,购买 税控 盘 国税 买 问 国税 隔壁 买 资料
8266,老师我做成本时，原材料价格为暂估价结转，现在发票来有进项税额，我分录该怎么做冲销这笔进项税额的成本？,老师 做 成本 时 原材料 价格 暂 估价 结转 发票 进项税额 分录 做 冲销 这笔 进项税额 成本
8267,没得高中毕业证，但是大专在读可以报名补,高中 毕业证 大专 在读 报名 补
8268,软件做完帐除了核对银行余额、现金余额还需要核对哪些才可以出报表,软件 做 完 帐 核对 银行 余额 现金余额 核对 报表
8269,公司是生产企业，税率是17%，10月份公司收到96万进项发票，开出去了146万的销项发票，10月份的收入是多少？,公司 生产 企业 税率 17% 10 月份 公司 收到 96 万 进项 发票 开 146 万 销项 发票 10 月份 收入
8270,你好，老师！我们公司股东分红我做的会计分录计提时借一利润分配贷.一应付利润发放利润分配款时借，一应付利润贷，一银行存款我做这样分对吗？我结账了但是我的资产负债表和利润表都没有体现这个数韦什么？,你好 老师 公司 股东 分红 做 会计分录 计提 时借 一 利润分配 贷 一 应付 利润 发放 利润分配 款时 一 应付 利润 贷 一 银行存款 做 分对 结账 资产 负债表 利润表 体现 数韦
8271,做工资表时如发放9月份工资，社保和公积金是否都是扣除9月份的,做 工资表 时如 发放 月份 工资 社保 公积金 扣除 月份
8272,收到一张增值税运费发票是2180.他的税应该是（2180/111%）*11%这么算？为什么进项税额转出时是（2180/1-11%）*11%，这样他们的税不一致了呀，怎么解释呢？,收到 一张 增值税 运费 发票 2180 税 2180 111% 11% 算 为什么 进项税额 转出 时 2180 11% 11% 税 解释
8273,老师，我们公司送货都是以快递方式的，快递费是我们垫的，我们开发票给客户快递费含在里面一起开，这个对客户来说有什么影响吗？现在客户要求单独要快递费的发票，他说那样做账比较清晰，可是快递费好少的，这样我们还要问快递公司拿发票给客户，好麻烦！快递费含在货款一起开给客户不行吗,老师 公司 送货 快递 方式 快递费 垫 开发票 客户 快递费 含 开 客户 影响 客户 单独 快递费 发票 说 做账 清晰 快递费 好少 问 快递 公司 发票 客户 麻烦 快递费 含 货款 开 客户 不行
8274,老师，这种能当发票吗？,老师 能当 发票
8275,老师，一张记账凭证后面只可以粘贴一张税票吗，如果是同一天开的，可以粘在一张税票后面吗,老师 一张 记账 凭证 粘贴 一张 税票 同一天 开 粘 一张 税票
8276,问一下先出库存商品未收快款，月末要怎么结转会计分录怎么做？,问 先出 库存商品 未收 快款 月末 结转 会计分录 做
8277,你好，老师！是报表上没有体现我付那笔数,你好 老师 报表 体现 我付 笔数
8278,老师，失控的进项发票，如何申请要求主管税局进行协查啊，过了两个月了啥也没通知,老师 失控 进项 发票 申请 主管 税局 协查 两个 月 通知
8279,10月份发放9月份工资10000，计提当月工资15000，11月份申报个税是按9月份的工资表内容申报吗,10 月份 发放 月份 工资 10000 计提 月工资 15000 11 月份 申报 个税 月份 工资表 内容 申报
8280,年末的审计报告是审计的内账还是外账,年末 审计报告 审计 内账 外账
8281,老师：你好、我是外账会计。我做九月份的工资。但是到现在出纳在银行一直没有取备用金。工资已经发放。分录怎么处理。,老师 你好 外账 会计 做 九月份 工资 出纳 银行 取 备用金 工资 发放 分录
8282,哪位老师可以给我解释下这是怎么回事，我应该做怎样的更改呢,哪位 老师 解释 怎么回事 做 更改
8283,收到保险公司的赔款要什么附件吗？,收到 保险公司 赔款 附件
8284,老师，注销驳回提示企业仍有负责未处理怎么做调整呢谢谢,老师 注销 驳回 提示 企业 负责 未 做 调整 谢谢
8285,老师，我们开票信息里面的地址之前就是办公地址，现在办公地址变了，我们直接通知供应商换成了新的办公地址，这个要不要紧，需要做什么工作吗,老师 开票 信息 地址 办公 地址 办公 地址 变 通知 供应商 换成 新 办公 地址 不要紧 做 工作
8286,每月交的增值税税负的分录借应交税费40000，银行存款40000，后面应交税费要不要结转到期间费用,每月 交 增值税 税负 分录 应交 税费 40000 银行存款 40000 应交 税费 结转 期间 费用
